Ticket,Date,Location,Company Complaining About,Description
# 3802666 -,2/4/2020 2:24:29 PM,"Pixley, California 93256",,"Too sexually pe rvasive ,indecent not suitable for a general audience or family viewing. Nudity, crotch grabbing, tongue flicking, hip thrusting, stripper pole."
# 3802674 - Super bowl halftime show,2/4/2020 2:25:18 PM,"Fairview, Tennessee 37062",,The 2020 super bowl halftime show was inappropriate for primetime viewing due to sexual content. Please fine all parties involved to help insure that this is not repeated.
# 3802676 -,2/4/2020 2:25:29 PM,"Pixley, California 93256",,"Too sexually pervasive ,ind ecent not suitable for a general audience or family viewing. Nudity, crotch grabbing, tongue flicking, hip thrusting, stripper pole."
# 3802681 - Super bowl halftime sh ow completely inappropriate,2/4/2020 2:26:02 PM,"Farmington, Utah 84025",,"I was horrified that the standards applied to R - rated movies aren't appli ed to a Superbowl halftime show, where millions of children are watching. Please use common sense with what is appropriate for families!!!"
# 3802687 -,2/4/2020 2:26:36 PM,"Pixley, California 93256",,"Too sexually pervasive ,indecent not suitable for a general audience or family viewing. Nudity, crotch grabbing, tongue flicking, hip thrusting, stripper pole."
# 3802690 - Super Bowl Halftime Show,2/4/2020 2:27 :11 PM,"Orlando, Florida 32828",,"The lack of clothing and sexualized nature of Jennifer Lopez Halftime routine was obscene. We had children watching the show that were expecting to see entertainment, not butt cheeks and almost able to see Lopez vagina. This was not acceptable for children or national television."
# 3802691 -,2/4/2020 2:27:12 PM,"Pixley, California 93256",,"Too sexually pervasive ,indecent not suitable for a general audience or family viewing. Nudity, crotch grabbing, tongue flicking, hip thrusting, stripper pole."
# 3802746 - super bowl half time show appalling,2/4/2020 2:37:14 PM,"Arlington, Massachusetts 02474",,"Super Bowl half time show was not appropriate for a show watched by millions, including young kids. IF such entertainment continues to be allowed during prime time T V broadcasts, I feel the LEAST that should be done is a parental WARNING and RATING (like movies)."
# 3802757 - 2020 Super Bowl Half - Time Show,2/4/2020 2:38:47 PM,"Dallas, Georgia 30132",,This was a disgusting half - time show. Absolutely inappropriate.
# 3802759 - 2020 Super Bowl Half Time Show,2/4/2020 2:39:01 PM,"Vale, Oregon 97918",,The half time show featuring Jennif er Lopez was extremely raunchy and adult type entertainment inappropriate on a national broadcast platform intended for all ages. Sexually suggestive gyrations and repeated crotch exposure/grabbing along with pole dancing crossed the line for family friend ly viewing. Viewer discretion warnings should have been advised.
# 3802778 - Super Bowl LIV halftime show,2/4/2020 2:42:39 PM,"Lehi, Utah 84043",,"The halftime show, DURING PRIME TIME TELEVISION, was highly inappropriate for children. I was under the impression that Prime Time Television is for multi - generational viewing. This exhibition from the NFL and Pepsi showed young girls that sexual exploitation of women is OK. At this rate, the halftime show and other Prime Time TV programs will be allowed to show nudity in the near future. I hope the ro le of the FCC continues to be one in which it holds stations accountable and requires their programs to be suitable for viewers of all ages."
# 3802791 - Super Bowl Hal ftime Show,2/4/2020 2:46:57 PM,"Mesa, Arizona 85212",,"The Super Bowl Halftime show was completely inappropriate for children under 14 years of age. In the future, the producers (or the network) MUST follow the normal TV guidelines and display warnings so that parents can take appropriate precautions and prevent their children from seeing inappropriate sights."
# 3802813 - NFL half time porn show,2/4/2020 2:51:34 PM,"Portales, New Mexico 88130",Directv,Please keep porn on channels designated for porn. Please keep sports events family oriented with PG rules. Young kids are very athletic and goal oriented and do not need to be sold as sex slaves with sports networks leading that crim inal activity.
# 3802818 - Superbowl 2020 Halftime Show,2/4/2020 2:52:20 PM,"Maplewood, Minnesota 55117",Fox Application From Amazon Fire Stick,"I was watching the Superbowl halftime show with my family and was shocked to see the inappropriatene ss of the show performed by Jennifer Lopez and Shakira. In addition to inappropriate clothing, the choreography and props suggested lewd behavior which was unacceptable on national television, especially considering the presence of children at the game, watching at home, and even on the stage. The network should be penalized for airing such filth without prior notification."
# 3802851 - Superbowl half time show,2/4/2020 3:01:04 PM,"Grafton, Illinois 62037",,Very offensive half time show. Worse than the Janet Jackson wardrobe malfunction.
# 3802878 - Super Bowl Halftime,2/4/2020 3:05:40 PM,"Anywhere, Utah 84111",,"The NFL Super Bowl halftime show was a disgrace. Plain and simple it went over the line with the sexualized nature of the ""performance"". How inappropriate for a broadcast TV event in prime time. The NFL should be punished enough to deter this type of ""e ntertainment"" in the future. Seriously, what s a joke."
# 3802905 - Superbowl hafltime show,2/4/2020 3:13:01 PM,"Centerville, Utah 84014",,"The Superbowl halftime show was offensive, objectifying, vulgar, and totally inappropriate for families."
# 3802968 - Super Bowl halftime show,2/4/2020 3:23:00 PM,"Ortonville, Michigan 48462",Spectrum,"Totally inappropriate halftime show. There should be restrictions on what is allowed during main time television. Also, censoring to NOT show an anti - abortion commercial. The censoring agenda blows my mind."
# 3802972 - Indecency,2/4/2020 3:23:20 PM,"Andalusia, Alabama 36420",,"Super b owl half time show was offensive and indecent for my kids to watch. It's unnecessary to include overtly sexual content to provide an entertaining show, and it teaches objectification of women and sexuality to kids who are too young to healthily deal with t hese issues. Morally and legally irresponsible by everyone involved."
# 3803002 - Superbowl Halftime Show,2/4/2020 3:27:54 PM,"Ocala, Florida 34480",,"I was embarrassed to watch the halftime show with my husband & teenage son on Sunday. The indecency of women on that stage were appalling. To e ndorse & condone the outfit, or lack thereof, is terrible. I should not have to worry about my family seeing soft porn on the tv on a family show."
# 3803093 - Super B owl Performance,2/4/2020 3:46:09 PM,"Lawrenceburg, Kentucky 40342",,"The Super Bowl halftime show was patently offensive and unfit for young viewers watching the Super Bowl. There was partial, to danged near complete nudity, repeated and deliberate closeup shots of women's crotches, simulated sex acts, and erotic themed dancing. If this were an ""HBO After Hours"" presentation then fine. However, this was prime time when young children are tuned in to watch their heroes try and win a championship."
# 3803105 - Super Bowl halftime,2/4/2020 3:50:06 PM,"Mount Dora, Florida 32757",,I am so ashamed of the entertainment that was presented during halftime of the Super Bowl game! There are families watching and JLowdo wn dirty and Shakira crotch grabber are not appropriate for family entertainment!!!!!!
# 3803111 - Super bowl half time show,2/4/2020 3:51:00 PM,"Round Rock, Texas 78665",Fox,for women to be almost nude and men to be fully or over - dressed. Fox should be fined and the producer and costume director should be fined and investigated for requiring women to perform virtually nude and men not
# 3803127 - Super Bowl 54 Half Time Show,2/4/2020 3:53:18 PM,"Mounds View, Minnesota 55112",,"The h alf time show for Super Bowl 54 was totally inappropriate. I hoped this was something families could watch together but that was not the case. It was an exploitation of women for all the world to see. The costumes, the acts, the moves - all were disgust ing and not worthy of family TV. We need TV shows that are uplifting so families can enjoy together and not have to worry about all the immoral images we saw during the halftime show. We talk about kids and the problems they are having these days and the n we put stuff like this on TV??? We need shows that portray decent values and give kids good self - esteem and not make them think it is about showing off their body. There is enough objectifying of women in this world; we don't need to add to it."
# 3803134 - Halftime Super Bowl show,2/4/2020 3:54:28 PM,"San Diego, California 92020",,"How is fox allowed to show Jennifer Lopez give a strip tease on air half naked rubbing her vagina. Can I no longer watch the halftime show with my kids. It was borderline sexual harassment. If I rub my private parts in front of a crow d of people I get arrested, she does it in front of 100,000,000 people and gets praised. Disgusted this was allowed to air."
# 3803139 - Superbowl LIV (half time show),2/4/2020 3:55:04 PM,"Heber City, Utah 84032",,"If the NFL and Pepsi want to present J Lo and Shakira stripping and putting on an adult strip show, they need to start rating it for ""Mature"" audiences. How embarrassing, graphic, inappropriate for children and some other audiences. They should be fined for their lack of care for families. Also, among the ""Me Too Movement"", both performers and companies should be ashamed to exploit women like that. AWFUL"
# 3803152 - Super Bowl Halftime,2/4/2020 3:57:48 PM,"Springtown, Texas 76082",Directv,"I was greatly offended, along with many oth Super Bowl. If you have to be 18 years old to enter into a cabaret/strip club, the there is no excuse or reason for the show my children were exposed to during a prime time family event. This is d isgusting and disgraceful to millions of Americans that want to raise their children to respect women and not prime time television."
# 3803172 - Super Bowl Half time show,2/4/2020 4:06:06 PM,"Pueblo West, Colorado 81007",,"time show. I would like to see future prime time TV shows conduct themselves with respect, if not for themselves, for the children in the gener al public watching. Would not have a problem if it was billed as something other than a family friendly event."
# 3803176 - Super Bowl half time show 2020,2/4/2020 4:06:52 PM,"Sweetwater, Texas 79556",,I thought there was some sort of standard for TV during time when children are home to watch. I was disgusted and disappointed by the 2020 half time show and the amount of crotch shown by Jennifer Lopez and the camera people who continued to zoom in on that area. I have a 26 year old daughter and 19 yea r old daughter and they were both disgusted by the display of crotch and the pole dancing. My family is by no means prudes but even my husband fast forward the show. What happen to the days of tasteful shows and entertainment of talent not entertainment of body. I want strong independent daughters and teaching them to get by on talent not on sex. Apparently that message is old school. I believe the station should be liable for the show and the crotch shots during prime time TV.
# 3803196 - 2020 Super Bowl Halftime,2/4/2020 4:11:25 PM,"Alpharetta, Georgia 30005",,T of scantily clad women. It was demeaning to women and reinforced the sex object view that makes the dad of two daughters that I am furious! The NFL should be fined heavily so that the bar of
# 3803213 - 2020 Super Bowl halftime show,2/4/2020 4:14:22 PM,"Highl and, Utah 84003",,"I thought that television programming that is unsuitable for children and teens would be labeled with descriptions like, TV - MA14, or the like. We wat ch football together as a family, and the extreme sensuality on display during this year's halftime show was ridiculous. How about you (the FCC) do something useful for a change and put an end to this? Yes, we have the choice of turning off the TV during future halftime shows... but only if we are warned in advance. I guess it accomplished one useful thing. I will never again purchase a Pepsi product, and will never again watch any program with J - Lo. Since the FCC apparently has no ability to protect y oung viewers from inappropriate content (albeit during family viewing hours) all I suppose I can do is to not support the entities that are behind it."
# 3803230 - Supe rBowl game,2/4/2020 4:17:37 PM,"Bwnton, Tennessee 73484",Assurance Wireless,"As a woman, I felt so degraded and embarrassed when the halfime show came on. All the movements how women are doing and the world sees this! It should have been cut! !!!!!!! No more NFL for me. Not respecting the flag and now this! I'm gone!"
# 3803248 - Super Bowl half time spectacle,2/4/2020 4:22:59 PM,"Broo klyn, New York 11215",Spectrum,bringing a Go Go Bar into the living room. Clean it up please next year!
# 38032 86 - Pornographic Material during Half Time Show,2/4/2020 4:29:31 PM,"Jasper, Texas 75951",,"I am sure you have been unindated with complaints regar ding the Super Bowl Half Time show. I am not sure where to begin, so I will just point out one portion of the entire strip club show that was aired on national TV, and that is when Shakira licked a silicone looking penis. I exepct there to be some reprec ussions to this. If I wanted to watch porn, I would. It was completely inappropriate."
# 3803316 - Superbowl Halftime show,2/4/2020 4:33:41 PM,"Orange, California 92867",,Our children do not need to be exposed to the filth tha t we witnessed during the halftime show. At the very least please look at putting a warning about sexually explicit content in programming if you continue to let such content during the halftime show be shown on a family friendly program such as the superb owl.
# 3803329 - Super Bowl halftime show,2/4/2020 4:34:51 PM,"Cedarburg, Wisconsin 53012",,"Considering that millions of people including families with children watch the Super Bowl, it is unsuitable to have a pole dancing strip tease act on as the halftime show. We turned it off. Hope you fine those who did this BIG TIME!"
# 3803330 - Super Bowl 2020 Halftime Show,2/4/2020 4:34:53 PM,"Provo, Utah 8460 1",,"Our entire family, including my little kids, sat down to enjoy Super Bowl 2020. We thoroughly enjoyed the game and the commercials. However, when the half - time show aired, we had to change the channel as the obscene and sexually - explicit clothing and movements of Shakira and Jennifer Lopez were far from appropriate for our children. Their performance did the opposite of what they say their message is, to empower girl s and women. Instead, they continued the exploitation and sexualization of women. I do not understand how this can be appropriate to air on TV without at least a disclaimer that the following scenes may depict items of a sexual nature."
# 3803348 - Superbowl Half Time 2019/2020,2/4/2020 4:37:04 PM,"Centerville, Utah 84014 - 2532",,I am sure you know by now that this performance was completely unacceptable for prime time network television.
# 3803386 - Super Bowl Halftime Show,2/4/2020 4:42:26 PM,"Melissa, Texas 75454",,The Super Bowl Halftime Show was not appropriate for prime time tv. There are rules about indecency on television during certain hours. This needs to stop. The NFL should be fined and punished for allowing this to happen. This type of performance should never happen again during a family show.
# 3803398 - Superbowl halftime show,2/4/2020 4:44:27 PM,"Indianapolis, Indiana 46217",,Stripper poles and grabbing crotch area
# 3803423 - Super Bowl 2020 Halftime Show,2/4/2020 4:47:47 PM,"Lehi, Utah 84043",,"The performance included stripper poles and simulated sexual moves. Also many crotch and buttock shots by the cameras. Not family fr iendly in any way and degrading to women in general. Why were the women all barely covered,or with just strips across their crotches, while the men were fully clothed? Not appropriate for a program with multi - generations watching together."
# 3803434 - SuperBowl Half Time,2/4/2020 4:49:00 PM,"Smithfield, Utah 84335",,"I am appalled at the Super Bowl half time show. The skimpy costumes and sexually explicit moves by the singers and dancers are an insult to women. I was embarrassed to watch it with my husband and horrified at the possibility of seeing it with my chil dren and teen age grandsons. Please clean up prime time TV so families can watch it. We don't want pornography, we want entertainment. What we got was pornography -- an insult to women."
# 3803452 - Superbowl half time show,2/4/2020 4:51:19 PM,"Clearfield, Utah 84015",,"I was very disappointed and sad by the half tim e show. I was sitting by my 13 year old daughter. We had to turn it off. It was not all family friendly. It was not classy, it was crass!! It showcased women in a way that is deplorable and not at all that I want my 13 daughter (or son) to watch!"
# 3803501 - Super Bowl Halftime Show,2/4/2020 5:00:20 PM,"Thomasville, Georgia 31792",,"I was shocked at what was allowed during the halftime show for the Super Bowl. Not for sure if crotch shots, pole dancing, dirty dancing....etc, is what is consider ed family appropriate tv. Thanks for your review"
# 3803526 - Super bowl 2020 Halftime,2/4/2020 5:04:05 PM,"Buffalo, Texas 75831",Assurance Wireless,Inappropriate and extremely suggestive stage show not suitable for children or youth. Not suitable for those who don't wish to see it e ither. This is prime time/ family time. Please address this.
# 3803556 - Complaint regarding NFL Super bowl halftime pornographic show by Jennifer Lopez and Shakira,2/4/2020 5:11:55 PM,"Tulare, California 93274",AT&T,"I watched the NFL halftime show with my four grandsons, and the lewed acts by the entertainers was appauling. This time of entertainment belongs in Adult Clubs, not n a Super Bowl seen by millions of families. Worse yet she used minors as part of the entertainment during her and shakiras vulgar body girations. If Pepsi, and NFL had ok'ed the show prior to halftime showing they along with Lopez and Shakria appoligize to the public for this vulgar show. If they don't apologize, then they should be su ed for violation of Public Decency Act and violating the hours when that type of entertainment can be viewed."
# 3803563 - Superbowl half time show,2/4/2020 5:13:48 PM,"Durand, Illinois 61024",,"What ever happened to ""family"" entertainment? There's NO REASON for vulgarity when it could have been more ""entertaining"" without the sexual over exposure! That half time superbowl show should not have been allowed to happen and fines should be dolled out after the fact!!"
# 3803568 - Pedophilia and simulated strip tease during Superbowl halftime show,2/4/2020 5:14:22 PM,"Medford, Oregon 97501",,"The Lopez and Shakira simulated strip teases were pornographic. The young, young girls displayed in cages gave an unacceptable message of bondage and pedophilia. The halftime show was unacceptable. I am asking you to review the matter. I am asking for changes to be made so that the Superbowl halftime shows, which have become more and more pornographically centered over the last decade or so, will cease. The message being sent to the audience, especially the youth, of 'pornography as socially acceptable for all ages and audiences at any time of day,' is just not acceptable. I ask that you tighten your laws and/or enforce what laws are already on the books regarding this matter. I mean, young, young girls in cages?! Strip teases?! I also ask that you FINE, BIG TIME, both the NFL and whomever the producers were of the halftime show (J Z?). Please don't let this offense go unaddressed nor unpunished. Thank you."
# 3803578 - Super Bowl halftime performances,2/4/2020 5:16:13 PM,"Lindon, Utah 84042",,"I am complaining about the halftime performances of the 54th Super Bowl on Feb 2, 2020. The performances by Shakira and Jennifer Lopez were both vulgar and demeaning to women. There were nudity, sexual gestures, explicit pole dancing, and and overall sense of vulgarity. There is no way I would let my children watch that show, even though we were watching the football game together. The content was in the R/MA rating in my opinion and has no place in tv content promoted as family entertainment. The depiction that women can only entertain us if they are naked and writhing, while the men walk around in full coverage it absolutely demeaning. I submit that this kind of content should not be allowed on tv during football games and other family - style programming."
# 3803653 - Superbowl half time show,2/4/2020 5:31:41 PM,"Pembroke Pines, Florida 33026",,"Having porn for half time show. Just because they had SOME cover, it was still porn."
# 3803672 - SuperBowl Half Time Show,2/4/2020 5:34:13 PM,"Lone Tree, Colorado 80124",,In my opinion the Super Bowl Half Time Show was degrading and pornographic in nature. It was completely inappro priate for family viewing. The NFL should be fined for allowing the content.
# 3803715 - Super Bowl Half Time show,2/4/2020 5:41:21 PM,"Littleton , Colorado 80124",Fox,"The Super Bowl half time show was really ""soft porn"". This is something that should never be broadcast during what should be a family friendly show. Please address this issue so future Super Bowl half time entertainment is suited for the family."
# 3803757 - Super bowl half time,2/4/2020 5:47:25 PM,"Celina, Texas 75009",,Vulgar Not family friendly Overly sexual in nature and too much for prime time tv
# 3803793 - Super Bowl Halftime Show,2/4/2020 5:52:30 PM,"Las Vegas, Nevada 89148",,children watching the game besides m e. Children should not be exposed to such lewd behavior &
# 3803799 - SUPER BOWL HALF - TIME SHOW,2/4/2020 5 :53:56 PM,"Houston, Texas 77083",Comcast,"Totally inappropriate pole dancing by Jennifer Lopez and her group of Dancers. I had a 22 year old daughter who was red - faced embarrassed, me red faced ticked off. What and why do you think this was appropriate during times when younger children were watch ing JLo bump and grind her way to showing her barely clad crotch! VERY TIRED OF THIS HAPPENING ON SUPER BOWL PERFORMANCES!! WILL STOP WATCHING THE SUPER BOWL, PERIOD if this does not stop! Celebrities and their AGENDAS are getting as old as Not Standing fo r the National Anthem, Jay - Z and Beyounce! Stop the Porn and up close CROTCH SHOTS...SO NOT CLASSY OR EVEN FCC LEGAL, @ THIS TIME PERIOD!"
# 3803835 - NFL half time sh ow,2/4/2020 5:59:33 PM,"Houston, Texas 77057",,The NFL half time show this year was no less than porn. I was one of those who turned the channel as soon as I saw what the show was about. Fox and the NFL should be held accountable for the show. Yet one more reason to go back to boycotting the NFL.
# 3803844 - Super Bowl,2/4/2020 6:01:07 PM,"Montgomery, Texas 77316",,"Pole dancing, crotch shots with very little clothing, movements on the ground insinuating sexual television."
# 3803852 - Superbowl halftime show,2/4/2020 6:02:00 PM,"Canon City, Colorado 81212",,"Inappropriate sexual themes throughout superbowl halftime show and the commercials associated with it. Advocating women as sex objects. The superbowl is a family ev ent with people of all ages, and yet the halftime show, was at minimum PG - 13 if not rated R content. Completely inappropriate and we had to turn it off!!"
# 3803877 - Super Bowl half time show,2/4/2020 6:06:29 PM,"Gilbert, Arizona 86297",,The show was not safe for families to watch! Please consider better censor ship on those who are performing. I was shocked this was allowed
# 3803888 - Sper Bowl Half - time show,2/4/2020 6:08:35 PM,"Shawnee, Kansas 66217",,It was a pornographic show that no one should have been exposed to.
# 3803897 - Half Time show (orgy/pornography)Super Bowl,2/4/2020 6:10:20 PM,"Puyallup, Washington 98371",,"The half time show during the Super Bowl was disgusting pornography during prime time while families with young children are watching the game. What is the matter with the network that they didn't cut that trash off the air. believe me many of our friend s fell the same way my husband and I do. Clean up their act, pull their license fine them but keep that garbage off prime time, Super Bowl or not!!!!! IT WAS SIMPLY DISGUSTING!!!!!! I would like a response from you letting me know what is going to be don e about this."
# 3803902 - 2020 NFL Super Bowl Halftime Show,2/4/2020 6:11:04 PM,"Collierville, Tennessee 38017",,The halftime show for the 2020 super bowl was the most disgusting and vulgar performance during ble who contributed and allowed porn to be played on national tv where children were watching. American families...especially our children deserve better!!
# 3803919 - 2020 Halftime Show,2/4/2020 6:16:04 PM,"Hopkins, Michigan 49328",,The Pepsi Halftime show was vulgar and disgusting. Not appropriate for children.
# 3803953 - Super Bowl LIV Indecent Half Time Show,2/4/2020 6:24:44 PM,"Rocklin, California 95765",,"I was appalled by the Super Bowl halftime show featuring JLo & Shakira. It was obscene and I was embarrassed by the irony of so - called powerful women objectifying and sexualizing themselves in a national arena in front of millions of children. Not to menti on performing this lewd behavior along side kids integrated in the performance. kind trashy strip - club performance, and have the audacity to show it knowin g that Super Bowl Sunday is a family event. Knowing children are watching. Without even the courtesy of a warning. condone this kind of content. It seems like a How can they think that the majority of the country considers this acceptable family entertainment? The next - day news sensationalized the performance and glorifying it as giving the public what it with a conscience or any values, which is most of us, appreciated it. We all felt disrespected and violated. We need to remember Edmu in opposition to current trends. I am telling the sponsors of offensive media t hat we have had enough. We need to support programs and products that are positive and uplifting."
# 3803960 - Superbowl Half Time,2/4/2020 6:27:15 PM,"El Paso, Texas 79902",,"It was very distasteful to have Jennifer Lopez, basically performing as a stripper would during a family - friendly television event. It is di srespectful to women to be viewed so as objects by someone so famous and influential, while everyone is cheering. Basically porn for primetime television."
# 3803976 - Super Bowl halftime show,2/4/2020 6:31:24 PM,"Syracuse, Utah 84075",,"I was shocked on Sunday while watching the NFL Super Bowl halftime show. My c omplaints are as follows: 1) The Super Bowl is a FAMILY pastime. I didn't expect to see what I saw 2) Several times during the halftime show, the performers shed layers of clothing, and there were numerous camera shots of crotches and buttocks. 3) Ther e was gyrating hips and shaking butts and even my adult children were shocked 4) The pole dancing - why would they show that?"
# 3803986 - Super bowl halftime,2/4/2020 6:33:50 PM,"Madera, California 93636",,I thought the SuperBowl halftime show this year 2020 was vulgar and inappropriate for children. Many were watching and more should have been done to monitor it.
# 3803995 - 8:00pm,2/4/2020 6:35:45 PM,"Dighton, Kansas 67839",,"We have decency laws the companies involved should be swiftly punished. I will never watch another half time show. My children had to leave the room before I shut it off completely. Disgusting. Thongs close up views so we could all see jlos silver maxi pa d?! WHILE MILLIONS OF CHILDREN WATCHED & THERE WERE CHILDREN ON STAGE!! Absolutely disgusting the inaction of this agency is appalling. Some role model for children. Thanks for exposing this to toddlers before the TV could be shut off. Exactly what does th is agency do if nothing is done to immediately censor this disgusting Porn & strip show. Thank you for allowing children to be exposed to this nastiness. Janet Jackson's ""wardrobe malfunctioned & there was a quick action. Porn & strippers in thongs, cricke ts, nothing, not even blurring, wow just wow. It was gross & millions of children were exposed to it, not to mention the ones on stage?! There is rightful outrage & needs to be an example set to avoid this disgusting behavior. No one wanted to see that or get close ups of a thong so we were all blessed to see vagina & ass on national television. How exactly was thongs appropriate attire for national television in front of millions of children? A message should be sent to the executives who approved the show ? Why was none of it blurred? Why was this allowed?"
# 3804001 - SuperBowl half time show 2020 Jennifer Lopez,2/4/2020 6:37:32 PM,"Suwanee, Georgia 30024",,"I am appalled that my family and I had to watch the porn - like display during the half - time of the super bowl 2020 WITHOUT ANY WARNING that we would be viewing crotch grabbing and exposed rear ends shoved up at the camera right into our den. I had to quickly move our sons out of the viewing area. This should have been RATED R!!!!!!!!!!!!! How to solve? Ban Sexually explicit half - time shows from sporting events wh ere families will be watching with children. If someone wants to pay to go see JLo at one of her raunchy performances, they choose to be exposed to that trash. NOT ME AND MY FAMILY!!!"
# 3804024 - Super Bowl Half time show,2/4/2020 6:43:46 PM,"Burr Ridge, Illinois 60527",,"As Board Chair of a nonprofit assisting female victims of sex trafficking, I need to comment on the Super Bowl halftime show. The progress we have made against sex trafficking has been pushed back years by the way JLo climbed th e stripper pole, rolled around and showed her vagina to the camera, etc. In real life, trafficked women report being sold 15 - 40 times a day. Why was this allowed to be glamorized? You are only creating an increased demand for prostitution, which in turns k eeps women victims slaves to their traffickers. It's time to protect victims of sex trafficking."
# 3804030 - Indecency - requesting that you impose fine,2/4/202 0 6:46:56 PM,"Fountain Hills, Arizona 85268",,"I am contacting you to urge the FCC to impose the highest possible fine on Fox (and, if possible, on the NF L) for the raunchy soft - core porn Super Bowl halftime show that was broadcast into American homes with millions watching, including (as is well documented) many children. People had to send their children out of the room when Jennifer Lopez took the sta ge in a costume that was basically a two - sided thong with chaps that left her entire bottom hanging out. It got worse from there, with the camera repeatedly zooming in on her barely covered crotch which she kept grabbing throughout the show. At one poi nt, she bent over in a sexually provocative position and exposed her entire backside; the only thing separating her anus from the camera was a thin black thong. y dressed backup dancers graphically simulated an orgy on the floor beneath her? All over this Shakira was not as offensive, tho ugh the camera repeatedly zoomed in on her crotch have been an accident. $550,000. The Jackson/Timberlake moment pales in comparison to the unre mittingly gross display that was broadcast into American homes for 15 minutes during the premier sporting event of the year. The NFL and the networks have many, MANY options for talented entertainers who would happily put on a family - appropriate show that would be enjoyed and appreciated by millions. Why are they is with HEAVY, HEAVY fines not a slap on the wrist, but something that will hit them hard in th e pocketbook. I urge you to impose such fines."
# 3804064 - Vulgar Superbowl performances,2/4/2020 6:53:41 PM,"Redfield, Kansas 66769",,"We found the vulgar and indecent performances, during the Superbowl halftime show, to be totally unacceptable. Not only did our young kids hav e to see such immoral displays of simulated sex acts and pole dancing strip tease moves, but the women in our family were humiliated to see women portrayed as sex objects. Please investigate this incident and let the consumers know that our government is very concerned about what is allowed into American households. Its time that these adult rated performances were stopped. There is no reason to make our sporting events into an excuse to show pornography. thank you for your time."
# 3804069 - Jennifer Lopez Super Bowl performance,2/4/2020 6:56:19 PM,"Little River, South Carolina 29566",,Dear FCC: I totally believe the Super Bowl halftime show bordered on pornography in my opinion! I think whoever was responsible for allowing it should be held accountable! Disgraceful to put it mildly!
# 3804102 - Vulgar super bowl LIV (2020) halftime show,2/4/2020 7:04:34 PM,"Slidell, Louisiana 70461",,"I was disgusted with the vulgar scenes of stripper pole dancing and scenes of crotches and crotch - grabbing during the superbowl 2020 halftime show on 2/2/2020. I was embarrassed and highly offended that, without any warning, my young fem ale grandchildren were unnecessarily exposed to this type of vulgarity on an over - the - air broadcast that you regulate. I demand that you take action against both the Fox network AND the National Football League for this type of performance which was disg usting to watch and purposely promotes sexual degradation of women."
# 3804104 - Halftime show,2/4/2020 7:04:44 PM,"Conroe, Texas 77384",,"Jennifer Lopez turning her back and exposing her crotch was vulgar, obscene and indecent. The NFL and Pepsi should be censored."
# 3804109 - Disgusting sexual display before children superbowl 2020,2/4/2020 7:05:51 PM,"Slidell, Louisiana 70461",,"I was appalled at the disgusting half time show during Super Bowl 2020. My grandchildren were needlessly exposed to crotch grabbing, crotch and booty shots, pole dancing and disgusting sexualized dancing. Protect c off fast enough"
# 3804115 - superbowl halftime,2/4/2020 7:07:52 PM,"Wheeli ng, West Virginia 26003",,the show was indecent with crouch shots and grabs and unfit for tv
# 3804120 - superbowl halftime show,2/4/2020 7:10:27 PM,"Pueblo, Colorado 81006",,My family and kids could not watch the show because of the indecent nature of the performance. Please make the superbowl a FAMILY FRIENDLY show again!
# 3804124 - Super Bowl Halftime Show,2/4/2020 7:10:58 PM,"Kaysville, Utah 84037",Comcast,The super bowl halftime s how was extremely inappropriate for kids to be watching as it was basically a strip tease dance. A censor warning would have been nice.
# 3804132 - Superbowl 2020 hal ftime performance,2/4/2020 7:14:32 PM,"Spicewood, Texas 78669",,"What is being viewed on Prime time TV stations appears to be sending mixed messages across the country in the era of the ""Me Too"" movement. This is nothing short of strip tease and needs to be ""cleaned up""."
# 3804142 - Superbowl 2020 Halftime show,2/4/2020 7:17:11 PM,"Pueblo West, Colorado 81007",Directv,"I find it very inappropriate that a football game, where millions of families gather to watch is allowed to show women (or for that manner, men) being sexually provocative. Parents already h ave to monitor what channels children can watch but those have warnings. Parents already have to stop some channels after a certain time but those also have warnings. A parent should not have to hide a child's eyes from a football game halftime show! They are becoming disgusting, women grabbing their crotches, half naked women not empowering women but degrading them!"
# 3804152 - Super Bowl,2/4/2020 7:19:03 PM,"Arlington, Texas 76014",,"I hope I am in the right place. I would like to make a complaint about the Super Bowl half - time show. For a championship game that most assume is family - friendly that performance with HIGHLY inappropriate. It was advertised as an empowering women moment. How are crotch shots and bottomless chaps empowering? How are women supposed to convince men to judge them by what's in their brains when the women being the empowering women spokespersons are shaking their bottoms and pole dancing while wearing a sheer bodysuit? It would be disappointing if Super Bowl half - time shows required a viewer discretion warning. Someone should be fined, eithe r the FOX Network or the NFL. Thank you for your time"
# 3804164 - Super Bowl Half Time,2/4/2020 7:21:39 PM,"Henrietta, Texas 76365",,I can't believe that that kind of stuff can be played on TV!! You can be sure next year the TV will be turned off for the Half Time Show. So Much for a Family Football Show
# 3804178 - Halftime show of Super Bowl,2/4/2020 7:28:07 PM,"Amherst, New Hampshire 03031",,"Too sexual, as many kids are still watching tv and especially the Super Bowl. It was over the top."
